Name	Level	School	Ritual	Casting Time	Range	Verbal	Somatic	Material	Materials	Concentration	Duration	Classes	Description
"Haste"	"3"	"transmutation"	"False"	"1 action"	"30 feet"	"True"	"True"	"True"	"A shaving of licorice root"	"True"	"Up to 1 minute"	"Sorcerer, Wizard"	"Choose a willing creature that you can see within range. Until the spell ends, the target's speed is doubled, it gains a +2 bonus to AC, it has advantage on Dexterity Saving Throws, and it gains an additional action on each of its turns. That action can be used only to take the Attack (one weapon Attack only), Dash, Disengage, Hide, or Use an Object action.\n\nWhen the spell ends, the target can't move or take Actions until after its next turn, as a wave of lethargy sweeps over it."
"Heal"	"6"	"evocation"	"False"	"1 action"	"60 feet"	"True"	"True"	"False"	""	"False"	"Instantaneous"	"Cleric, Druid"	"Choose a creature that you can see within range. A surge of positive energy washes through the creature, causing it to regain 70 Hit Points. The spell also ends blindness, deafness, and any Diseases affecting the target. This spell has no Effect on Constructs or Undead.\n\nAt Higher Levels: When you cast this spell using a spell slot of 7th level or higher, the amount of Healing increases by 10 for each slot level above 6th."
"Healing Word"	"1"	"evocation"	"False"	"1 bonus action"	"60 feet"	"True"	"False"	"False"	""	"False"	"Instantaneous"	"Bard, Cleric, Druid"	"A creature of your choice that you can see within range regains Hit Points equal to 1d4 + your Spellcasting Ability modifier. This spell has no Effect on Undead or Constructs.\n\nAt Higher Levels: When you cast this spell using a spell slot of 2nd Level or higher, the Healing increases by 1d4 for each slot level above 1st."
"Heat Metal"	"2"	"transmutation"	"False"	"1 action"	"60 feet"	"True"	"True"	"True"	"A piece of iron and a flame"	"True"	"Up to 1 minute"	"Bard, Druid"	"Choose a manufactured metal object, such as a metal weapon or a suit of heavy or medium metal armor, that you can see within range. You cause the object to glow red-hot. Any creature in physical contact with the object takes 2d8 fire damage when you cast the spell. Until the spell ends, you can use a Bonus Action on each of your subsequent turns to cause this damage again.\n\nIf a creature is holding or wearing the object and takes the damage from it, the creature must succeed on a Constitution saving throw or drop the object if it can. If it doesn't drop the object, it has disadvantage on Attack Rolls and Ability Checks until the start of your next turn.\n\nAt Higher Levels: When you cast this spell using a spell slot of 3rd Level or higher, the damage increases by 1d8 for each slot above 2nd."
"Hellish Rebuke"	"1"	"evocation"	"False"	"1 reaction, which you take in response to being damaged by a creature within 60 feet of you that you can see"	"60 feet"	"True"	"True"	"False"	""	"False"	"Instantaneous"	"Warlock"	"You point your finger, and the creature that damaged you is momentarily surrounded by hellish flames. The creature must make a Dexterity saving throw. It takes 2d10 fire damage on a failed save, or half as much damage on a successful one.\n\nAt Higher Levels. When you cast this spell using a spell slot of 2nd Level or higher, the damage increases by 1d10 for each slot level above 1st."
"Heroes' Feast"	"6"	"conjuration"	"False"	"10 minutes"	"30 feet"	"True"	"True"	"True"	"A gem-encrusted bowl worth at least 1,000 gp, which the spell consumes"	"False"	"Instantaneous"	"Cleric, Druid"	"You bring forth a great feast, including magnificent food and drink. The feast takes 1 hour to consume and disappears at the end of that time, and the beneficial Effects don't set in until this hour is over. Up to twelve other creatures can partake of the feast.\n\nA creature that partakes of the feast gains several benefits. The creature is cured of all Diseases and poison, becomes immune to poison and being Frightened, and makes all Wisdom Saving Throws with advantage. Its hit point maximum also increases by 2d10, and it gains the same number of Hit Points. These benefits last for 24 hours."
"Heroism"	"1"	"enchantment"	"False"	"1 action"	"Touch"	"True"	"True"	"False"	""	"True"	"Up to 1 minute"	"Bard, Paladin"	"A willing creature you touch is imbued with bravery. Until the spell ends, the creature is immune to being Frightened and gains Temporary Hit Points equal to your Spellcasting Ability modifier at the start of each of its turns. When the spell ends, the target loses any remaining Temporary Hit Points from this spell.\n\nAt Higher Levels: When you cast this spell using a spell slot of 2nd Level or higher, you can target one additional creature for each slot level above 1st."
"Hideous Laughter"	"1"	"enchantment"	"False"	"1 action"	"30 feet"	"True"	"True"	"True"	"Tiny tarts and a feather that is waved in the air"	"True"	"Up to 1 minute"	"Bard, Wizard"	"A creature of your choice that you can see within range perceives everything as hilariously funny and falls into fits of laugher if this spell affects it. The target must succeed on a Wisdom saving throw of fall prone, becoming Incapacitated and unable to stand up for the Duration. A creature with an Intelligence score of 4 or less isn't affected.\n\nAt the end of each of its turns, and each time it takes damage, the target can make another Wisdom saving throw. The target has advantage on the saving throw if it's triggered by damage. On a success, the spell ends."
"Hold Monster"	"5"	"enchantment"	"False"	"1 action"	"90 feet"	"True"	"True"	"True"	"A small, straight piece of iron"	"True"	"Up to 1 minute"	"Bard, Sorcerer, Warlock, Wizard"	"Choose a creature that you can see within range. The target must succeed on a Wisdom saving throw or be Paralyzed for the Duration. This spell has no Effect on Undead. At the end of each of its turns, the target can make another Wisdom saving throw. On a success, the spell ends on the target.\n\nAt Higher Levels: When you cast this spell using a spell slot of 6th level or higher, you can target on additional creature for each slot level above 5th. The creatures must be within 30 feet of each other when you target them."
"Hold Person"	"2"	"enchantment"	"False"	"1 action"	"60 feet"	"True"	"True"	"True"	"A small, straight piece of iron"	"True"	"Up to 1 minute"	"Bard, Cleric, Druid, Sorcerer, Warlock, Wizard"	"Choose a Humanoid that you can see within range. The target must succeed on a Wisdom saving throw or be Paralyzed for the Duration. At the end of each of its turns, the target can make another Wisdom saving throw. On a success, the spell ends on the target.\n\nAt Higher Levels: When you cast this spell using a spell slot of 3rd Level or higher, you can target on additional Humanoid for each slot level above 2nd. The Humanoids must be within 30 feet of each other when you target them."
"Holy Aura"	"8"	"abjuration"	"False"	"1 action"	"Self"	"True"	"True"	"True"	"A tiny reliquary worth at least 1,000 gp containing a sacred relic, such as a scrap of cloth from a saint’s robe or a piece of parchment from a religious text"	"True"	"Up to 1 minute"	"Cleric"	"Divine light washes out from you and coalesces in a soft Radiance in a 30-foot radius around you. Creatures of your choice in that radius when you cast this spell shed dim light in a 5-foot radius and have advantage on all Saving Throws, and other creatures have disadvantage on Attack Rolls against them until the spell ends. In addition, when a fiend or an Undead hits an affected creature with a melee Attack, the aura flashes with brilliant light. The attacker must succeed on a Constitution saving throw or be Blinded until the spell ends."
"Hunter'S Mark"	"1"	"divination"	"False"	"1 bonus action"	"90 feet"	"True"	"False"	"False"	""	"True"	"Up to 1 hour"	"Ranger"	"You choose a creature you can see within range and mystically mark it as your quarry. Until the spell ends, you deal an extra 1d6 damage to the target whenever you hit it with a weapon Attack, and you have advantage on any Wisdom (Perception) or Wisdom (Survival) check you make to find it. If the target drops to 0 Hit Points before this spell ends, you can use a Bonus Action on a subsequent turn of yours to mark a new creature.\n\nAt Higher Levels: When you cast this spell using a spell slot of 3rd or 4th Level, you can maintain your Concentration on the spell for up to 8 hours. When you use a spell slot of 5th Level or higher, you can maintain your Concentration on the spell for up to 24 hours."
"Hypnotic Pattern"	"3"	"illusion"	"False"	"1 action"	"120 feet"	"False"	"True"	"True"	"A glowing stick of incense or a crystal vial filled with phosphorescent material"	"True"	"Up to 1 minute"	"Bard, Sorcerer, Warlock, Wizard"	"You create a twisting pattern of colors that weaves through the air inside a 30-foot cube within range. The pattern appears for a moment and vanishes. Each creature in the area who sees the pattern must make a Wisdom saving throw. On a failed save, the creature becomes Charmed for the Duration. While Charmed by this spell, the creature is Incapacitated and has a speed of 0.\n\nThe spell ends for an affected creature if it takes any damage or if someone else uses an action to shake the creature out of its stupor."
"Ice Storm"	"4"	"evocation"	"False"	"1 action"	"300 feet"	"True"	"True"	"True"	"A pinch of dust and a few drops of water"	"False"	"Instantaneous"	"Druid, Sorcerer, Wizard"	"A hail of rock-hard ice pounds to the ground in a 20-foot-radius, 40-foot-high Cylinder centered on a point within range. Each creature in the Cylinder must make a Dexterity saving throw. A creature takes 2d8 bludgeoning damage and 4d6 cold damage on a failed save, or half as much damage on a successful one.\n\nHailstones turn the storm's area of Effect into Difficult Terrain until the end of your next turn.\n\nAt Higher Levels: When you cast this spell using a spell slot of 5th Level or higher, the bludgeoning damage increases by 1d8 for each slot level above 4th."
"Identify"	"1"	"divination"	"True"	"1 minute"	"Touch"	"True"	"True"	"True"	"A pearl worth at least 100 gp and an owl feather"	"False"	"Instantaneous"	"Bard, Wizard"	"You choose one object that you must touch throughout the casting of the spell. If it is a magic item or some other magic-imbued object, you learn its Properties and how to use them, whether it requires Attunement to use, and how many Charges it has, if any. You learn whether any Spells are affecting the item and what they are. If the item was created by a spell, you learn which spell created it.\n\nIf you instead touch a creature throughout the casting, you learn what Spells, if any, are currently affecting it."
"Illusory Script"	"1"	"illusion"	"True"	"1 minute"	"Touch"	"False"	"True"	"True"	"A lead-based ink worth at least 10 gp, which the spell consumes"	"False"	"10 days"	"Bard, Warlock, Wizard"	"You write on Parchment, paper, or some other suitable writing material and imbue it with a potent Illusion that lasts for the Duration.\n\nTo you and any creatures you designate when you cast the spell, the writing appears normal, written in your hand, and conveys whatever meaning you intended when you wrote the text. To all others, the writing appears as if it were written in an unknown or magical script that is unintelligible. Alternatively, you can cause the writing to appear to be an entirely different Message, written in a different hand and language, though the language must be one you know.\n\nShould the spell be dispelled, the original script and the Illusion both disappear.\n\nA creature with Truesight can read the hidden Message."
"Imprisonment"	"9"	"abjuration"	"False"	"1 minute"	"30 feet"	"True"	"True"	"True"	"A vellum depiction or a carved statuette in the likeness of the target, and a special component that varies according to the version of the spell you choose, worth at least 500 gp per Hit Die of the target"	"False"	"Until dispelled"	"Warlock, Wizard"	"You create a magical restraint to hold a creature that you can see within range. The target must succeed on a Wisdom saving throw or be bound by the spell, if it succeeds, it is immune to this spell if you cast it again. While affected by this spell, the creature doesn't need to breathe, eat, or drink, and it doesn't age. Divination Spells can't locate or perceive the target.\n\nWhen you cast the spell, you choose one of the following forms of imprisonment.\n\nBurial: The target is entombed far beneath the earth in a Sphere of magical force that is just large enough to contain the target. Nothing can pass through the Sphere, nor can any creature Teleport or use Planar Travel to get into or out of it.\n\nThe Special component for this version of the spell is a small mithral orb.\n\nChaining: Heavy chains, firmly rooted in the ground, hold the target in place. The target is Restrained until the spell ends, and it can't move or be moved by any means until then.\n\nThe Special component for this version of the spell is a fine chain of precious metal.\n\nHedged Prison: The spell transports the target into a tiny Demiplane that is warded against teleportation and Planar Travel. The Demiplane can be a labyrinth, a cage, a tower, or any similar confined structure or area of your choice.\n\nThe Special component for this version of the spell is a miniature representation of the prison made from jade.\n\nMinimus Containment: The target shrinks to a height of 1 inch and is imprisoned inside a gemstone or similar object. Light can pass through the gemstone normally (allowing the target to see out and other creatures to see in), but nothing else can pass through, even by means of teleportation or Planar Travel. The gemstone can't be cut or broken while the spell remains in Effect.\n\nThe Special component for this version of the spell is a large, transparent gemstone, such as a corundum, Diamond, or ruby.\n\nSlumber: The target falls asleep and can't be awoken.\n\nThe Special component for this version of the spell consists of rare soporific herbs.\n\nEnding the Spell: During the casting of the spell, in any of its versions, you can specify a condition that will cause the spell to end and release the target. The condition can be as specific or as elaborate as you choose, but the DM must agree that the condition is reasonable and has a likelihood of coming to pass. The Conditions can be based on a creature's name, identity, or deity but otherwise must be based on observable Actions or qualities and not based on intangibles such as level, class, or Hit Points.\n\nA Dispel Magic spell can end the spell only if it is cast as a 9th-level spell, targeting either the prison or the Special component used to create it.\n\nYou can use a particular Special component to create only one prison at a time. If you cast the spell again using the same component, the target of the first casting is immediately freed from its binding."
"Incendiary Cloud"	"8"	"conjuration"	"False"	"1 action"	"150 feet"	"True"	"True"	"False"	""	"True"	"Up to 1 minute"	"Sorcerer, Wizard"	"A swirling cloud of smoke shot through with white-hot embers appears in a 20-foot-radius Sphere centered on a point within range. The cloud spreads around corners and is heavily obscured. It lasts for the Duration or until a wind of moderate or greater speed (at least 10 miles per hour) disperses it.\n\nWhen the cloud appears, each creature in it must make a Dexterity saving throw. A creature takes 10d8 fire damage on a failed save, or half as much damage on a successful one. A creature must also make this saving throw when it enters the spell's area for the first time on a turn or ends its turn there.\n\nThe cloud moves 10 feet directly away from you in a direction that you choose at the start of each of your turns."
"Inflict Wounds"	"1"	"necromancy"	"False"	"1 action"	"Touch"	"True"	"True"	"False"	""	"False"	"Instantaneous"	"Cleric"	"Make a melee spell Attack against a creature you can reach. On a hit, the target takes 3d10 necrotic damage.\n\nAt Higher Levels: When you cast this spell using a spell slot of 2nd Level or higher, the damage increases by 1d10 for each slot level above 1st."
"Insect Plague"	"5"	"conjuration"	"False"	"1 action"	"300 feet"	"True"	"True"	"True"	"A few grains of sugar, some kernels of grain, and a smear of fat"	"True"	"Up to 10 minutes"	"Cleric, Druid, Sorcerer"	"Swarming, biting locusts fill a 20-foot-radius Sphere centered on a point you choose within range. The Sphere spreads around corners. The Sphere remains for the Duration, and its area is lightly obscured. The sphere's area is Difficult Terrain.\n\nWhen the area appears, each creature in it must make a Constitution saving throw. A creature takes 4d10 piercing damage on a failed save, or half as much damage on a successful one. A creature must also make this saving throw when it enters the spell's area for the first time on a turn or ends its turn there.\n\nAt Higher Levels: When you cast this spell using a spell slot of 6th level or higher, the damage increases by 1d10 for each slot level above 5th."
"Instant Summons"	"6"	"conjuration"	"True"	"1 minute"	"Touch"	"True"	"True"	"True"	"A sapphire worth 1,000 gp"	"False"	"Until dispelled"	"Wizard"	"You touch an object weighing 10 pounds or less whose longest dimension is 6 feet or less. The spell leaves an Invisible mark on its surface and invisibly inscribes the name of the item on the sapphire you use as the material component. Each time you cast this spell, you must use a different sapphire.\n\nAt any time thereafter, you can use your action to speak the item's name and crush the sapphire. The item instantly appears in your hand regardless of physical or planar distances, and the spell ends.\n\nIf another creature is holding or carrying the item, crushing the sapphire doesn't transport the item to you, but instead you learn who the creature possessing the object is and roughly where that creature is located at that moment.\n\nDispel Magic or a similar Effect successfully applied to the sapphire ends this spell's Effect."
"Invisibility"	"2"	"illusion"	"False"	"1 action"	"Touch"	"True"	"True"	"True"	"An eyelash encased in gum arabic"	"True"	"Up to 1 hour"	"Bard, Sorcerer, Warlock, Wizard"	"A creature you touch becomes Invisible until the spell ends. Anything the target is wearing or carrying is Invisible as long as it is on the target's person. The spell ends for a target that attacks or casts a spell.\n\nAt Higher Levels: When you cast this spell using a spell slot of 3rd Level or higher, you can target one additional creature for each slot level above 2nd."
"Irresistible Dance"	"6"	"enchantment"	"False"	"1 action"	"30 feet"	"True"	"False"	"False"	""	"True"	"Up to 1 minute"	"Bard, Wizard"	"Choose one creature that you can see within range. The target begins a comic dance in place - shuffling, tapping its feet, and capering for the Duration. Creatures that can't be Charmed are immune to this spell.\n\nA Dancing creature must use all its Movement to dance without leaving its space and has disadvantage on Dexterity Saving Throws and Attack Rolls. While the target is affected by this spell, other creatures have advantage on Attack Rolls against it. As an action, a Dancing creature makes a Wisdom saving throw to regain control of itself. On a successful save, the spell ends."
"Jump"	"1"	"transmutation"	"False"	"1 action"	"Touch"	"True"	"True"	"True"	"A grasshopper's hind leg"	"False"	"1 minute"	"Druid, Ranger, Sorcerer, Wizard"	"You touch a creature. The creature's jump distance is tripled until the spell ends."
"Knock"	"2"	"transmutation"	"False"	"1 action"	"60 feet"	"True"	"False"	"False"	""	"False"	"Instantaneous"	"Bard, Sorcerer, Wizard"	"Choose an object that you can see within range. The object can be a door, a box, a chest, a set of Manacles, a padlock, or another object that contains a mundane or magical means that prevents access.\n\nA target that is held shut by a mundane lock or that is stuck or barred becomes unlocked, unstuck, or unbarred. If the object has multiple locks, only one of them is unlocked.\n\nIf you choose a target that is held shut with Arcane Lock, that spell is suppressed for 10 minutes, during which time the target can be opened and shut normally.\n\nWhen you cast the spell, a loud knock, audible from as far away as 300 feet, emanates from the target object."
"Legend Lore"	"5"	"divination"	"False"	"10 minutes"	"Self"	"True"	"True"	"True"	"Incense worth at least 250 gp, which the spell consumes, and four ivory strips worth at least 50 gp each"	"False"	"Instantaneous"	"Bard, Cleric, Wizard"	"Name or describe a person, place, or object. The spell brings to your mind a brief summary of the significant lore about the thing you named. The lore might consist of current tales, forgotten stories, or even Secret lore that has never been widely known. If the thing you named isn't of legendary importance, you gain no information.\n\nThe more information you already have about the thing, the more precise and detailed the information you receive is. The information you learn is accurate but might be couched in figurative language. For example, if you have a Mysterious Magic axe on hand, the spell might yield this information - Woe to the evildoer whose hand touches the axe, for even the haft slices the hand of the evil ones. Only a true Child of Stone, lover and beloved of Moradin, may Awaken the true powers of the axe, and only with the sacred word Rudnogg on the lips."
"Lesser Restoration"	"2"	"abjuration"	"False"	"1 action"	"Touch"	"True"	"True"	"False"	""	"False"	"Instantaneous"	"Bard, Cleric, Druid, Paladin, Ranger"	"You touch a creature and can end either one disease or one condition afflicting it. The condition can be Blinded, Deafened, Paralyzed, or Poisoned."
"Levitate"	"2"	"transmutation"	"False"	"1 action"	"60 feet"	"True"	"True"	"True"	"Either a small leather loop or a piece of golden wire bent into a cup shape with a long shank on one end"	"True"	"Up to 10 minutes"	"Sorcerer, Wizard"	"One creature or object of your choice that you can see within range rises vertically, up to 20 feet, and remains suspended there for the Duration. The spell can levitate a target that weighs up to 500 pounds. An unwilling creature that succeeds on a Constitution saving throw is unaffected.\n\nThe target can move only by pushing or pulling against a fixed object or surface within reach (such as a wall or a ceiling), which allows it to move as if it were climbing. You can change the target's altitude by up to 20 feet in either direction on Your Turn. If you are the target, you can move up or down as part of your move. Otherwise, you can use your action to move the target, which must remain within the spell's range.\n\nWhen the spell ends, the target floats gently to the ground if it is still aloft."
"Light"	"cantrip"	"evocation"	"False"	"1 action"	"Touch"	"True"	"False"	"True"	"A firefly or phosphorescent moss"	"False"	"1 hour"	"Bard, Cleric, Sorcerer, Wizard"	"You touch one object that is no larger than 10 feet in any dimension. Until the spell ends, the object sheds bright light in a 20-foot radius and dim light for an additional 20 feet. The light can be colored as you like. Completely covering the object with something opaque blocks the light. The spell ends if you cast it again or dismiss it as an action.\n\nIf you target an object held or worn by a Hostile creature, that creature must succeed on a Dexterity saving throw to avoid the spell."
"Lightning Bolt"	"3"	"evocation"	"False"	"1 action"	"Self (100-foot line)"	"True"	"True"	"True"	"A bit of fur and a rod of amber, crystal, or glass"	"False"	"Instantaneous"	"Sorcerer, Wizard"	"A stroke of lightning forming a line of 100 feet long and 5 feet wide blasts out from you in a direction you choose. Each creature in the line must make a Dexterity saving throw. A creature takes 8d6 lightning damage on a failed save, or half as much damage on a successful one.\n\nThe lightning ignites flammable Objects in the area that aren't being worn or carried.\n\nAt Higher Levels: When you cast this spell using a spell slot of 4th Level or higher, the damage increases by 1d6 for each slot above 3rd."
"Locate Animals Or Plants"	"2"	"divination"	"True"	"1 action"	"Self"	"True"	"True"	"True"	"A bit of fur from a bloodhound"	"False"	"Instantaneous"	"Bard, Druid, Ranger"	"Describe or name a specific kind of beast or plant. Concentrating on the voice of Nature in your surroundings, you learn the direction and distance to the closest creature or plant of that kind within 5 miles, if any are present."
"Locate Creature"	"4"	"divination"	"False"	"1 action"	"Self"	"True"	"True"	"True"	"A bit of fur from a bloodhound"	"True"	"Up to 1 hour"	"Bard, Cleric, Druid, Paladin, Ranger, Wizard"	"Describe or name a creature that is familiar to you. You sense the direction to the creature's Location, as long as that creature is within 1,000 feet of you. If the creature is moving, you know the direction of its Movement.\n\nThe spell can locate a specific creature known to you, or the nearest creature of a specific kind (such as a human or a unicorn), so long as you have seen such a creature up close - within 30 feet - at least once. If the creature you described or named is in a different form, such as being under the Effects of a Polymorph spell, this spell doesn't locate the creature.\n\nThis spell can't locate a creature if running water at least 10 feet wide blocks a direct path between you and the creature."
"Locate Object"	"2"	"divination"	"False"	"1 action"	"Self"	"True"	"True"	"True"	"A forked twig"	"True"	"Up to 10 minutes"	"Bard, Cleric, Druid, Paladin, Ranger, Wizard"	"Describe or name an object that is familiar to you. You sense the direction to the object's Location, as long as that object is within 1,000 feet of you. If the object is in motion, you know the direction of its Movement.\n\nThe spell can locate a specific object known to you, as long as you have seen it up close - within 30 feet - at least once. Alternatively, the spell can locate the nearest object of a particular kind, such as a certain kind of apparel, jewelry, furniture, tool, or weapon.\n\nThis spell can't locate an object if any thickness of lead, even a thin sheet, blocks a direct path between you and the object."
"Longstrider"	"1"	"transmutation"	"False"	"1 action"	"Touch"	"True"	"True"	"True"	"A pinch of dirt"	"False"	"1 hour"	"Bard, Druid, Ranger, Wizard"	"You touch a creature. The target's speed increases by 10 feet until the spell ends.\n\nAt Higher Levels: When you cast this spell using a spell slot of 2nd Level or higher, you can target one additional creature for each slot level above 1st."
"Mage Armor"	"1"	"abjuration"	"False"	"1 action"	"Touch"	"True"	"True"	"True"	"A piece of cured leather"	"False"	"8 hours"	"Sorcerer, Wizard"	"You touch a willing creature who isn't wearing armor, and a protective magical force surrounds it until the spell ends. The target's base AC becomes 13 + its Dexterity modifier. The spell ends it if the target dons armor or if you dismiss the spell as an action."
"Mage Hand"	"cantrip"	"conjuration"	"False"	"1 action"	"30 feet"	"True"	"True"	"False"	""	"False"	"1 minute"	"Bard, Sorcerer, Warlock, Wizard"	"A spectral, floating hand appears at a point you choose within range. The hand lasts for the Duration or until you dismiss it as an action. The hand vanishes if it is ever more than 30 feet away from you or if you cast this spell again.\n\nYou can use your action to control the hand. You can use the hand to manipulate an object, open an unlocked door or container, stow or retrieve an item from an open container, or pour the contents out of a vial. You can move the hand up to 30 feet each time you use it.\n\nThe hand can't Attack, activate magical items, or carry more than 10 pounds."
"Magic Circle"	"3"	"abjuration"	"False"	"1 minute"	"10 feet"	"True"	"True"	"True"	"Holy water or powdered silver and iron worth at least 100 gp, which the spell consumes"	"False"	"1 hour"	"Cleric, Paladin, Warlock, Wizard"	"You create a 10-foot-radius, 20-foot-tall Cylinder of magical energy centered on a point on the ground that you can see within range. Glowing runes appear wherever the Cylinder intersects with the floor or other surface.\n\nChoose one or more of the following types of creatures - Celestials, Elementals, fey, Fiends, or Undead. The Circle affects a creature of the chosen type in the following ways.\n\n• The creature can't willingly enter the Cylinder by nonmagical means. If the creature tries to use teleportation or interplanar Travel to do so, it must first succeed on a Charisma saving throw.\n\n• The creature has disadvantage on Attack Rolls against Targets within the Cylinder.\n\n• Targets within the Cylinder can't be Charmed, Frightened, or possessed by the creature.\n\nWhen you cast this spell, you can elect to cause its magic to operate in the reverse direction, preventing a creature of the specified type from leaving the Cylinder and protecting Targets outside it.\n\nAt Higher Levels: When you cast this spell using a spell slot of 4th Level or higher, the Duration increases by 1 hour for each slot level above 3rd."
"Magic Jar"	"6"	"necromancy"	"False"	"1 minute"	"Self"	"True"	"True"	"True"	"A gem, crystal, reliquary, or some other ornamental container worth at least 500 gp"	"False"	"Until dispelled"	"Wizard"	"Your body falls into a catatonic state as your soul leaves it and enters the container you used for the spell's material component. While your soul inhabits the container, you are aware of your surroundings as if you were in the container's space. You can't move or use Reactions. The only action you can take is to project your soul up to 100 feet out of the container, either returning to your living body (and Ending the spell) or attempting to possess a Humanoids body.\n\nYou can attempt to possess any Humanoid within 100 feet of you that you can see (creatures warded by a Protection from Evil and Good or Magic Circle ⁠spells can't be possessed). The target must make a Charisma saving throw. On a failure, your soul moves into the target's body, and the target's soul becomes trapped in the container. On a success, the target resists your efforts to possess it, and you can't attempt to possess it again for 24 hours.\n\nOnce you possess a creature's body, you control it. Your game Statistics are replaced by the Statistics of the creature though you retain your Alignment and your Intelligence, Wisdom, and Charisma scores. You retain the benefit of your own class feature. If the target has any class levels, you can't use any of its Class Features.\n\nMeanwhile, the possessed creature's soul can perceive from the container using its own Senses, but it can't move or take Actions at all.\n\nWhile possessing a body, you can use your action to return from the host body to the container if it is within 100 feet of you, returning the host creature's soul to its body. If the host body dies while you're in it, the creature dies, and you must make a Charisma saving throw against your own Spellcasting DC. On a success, you return to the container if it is within 100 feet of you. Otherwise, you die.\n\nIf the container is destroyed or the spell ends, your soul immediately returns to your body. If your body is more than 100 feet away from you, or if your body is dead when you attempt to return to it, you die. If another creature's soul is in the container when it is destroyed, the creature's soul returns to its body if the body is alive and within 100 feet. Otherwise, that creature dies.\n\nWhen the spell ends, the container is destroyed."
"Magic Missile"	"1"	"evocation"	"False"	"1 action"	"120 feet"	"True"	"True"	"False"	""	"False"	"Instantaneous"	"Sorcerer, Wizard"	"You create three glowing darts of magical force. Each dart hits a creature of your choice that you can see within range. A dart deals 1d4+1 force damage to its target. The darts all strike simultaneously and you can direct them to hit one creature or several.\n\nAt Higher Levels: When you cast this spell using a spell slot of 2nd Level or higher, the spell creates one more dart for each slot above 1st."
"Magic Mouth"	"2"	"illusion"	"True"	"1 minute"	"30 feet"	"True"	"True"	"True"	"A small bit of honeycomb and jade dust worth at least 10 gp, which the spell consumes"	"False"	"Until dispelled"	"Bard, Wizard"	"You implant a Message within an object in range, a Message that is uttered when a trigger condition is met. Choose an object that you can see and that isn't being worn or carried by another creature. Then speak the Message, which must be 25 words or less, though it can be delivered over as long as 10 minutes. Finally, determine the circumstance that will trigger the spell to deliver your Message.\n\nWhen that circumstance occurs, a magical mouth appears on the object and recites the Message in your voice and at the same volume you spoke. If the object you chose has a mouth or something that looks like a mouth (for example, the mouth of a statue), the magical mouth appears there so that words appear to come from the object's mouth. When you cast this spell, you can have the spell end after it delivers its Message, or it can remain and repeats its Message whenever the trigger occurs.\n\nThe triggering circumstance can be as general or as detailed as you like, though it must be based on visual or audible Conditions that occur within 30 feet of the object. For example, you could instruct the mouth to speak when any creature moves within 30 feet of the object or when a silver bell rings within 30 feet of it."
"Magic Weapon"	"2"	"transmutation"	"False"	"1 bonus action"	"Touch"	"True"	"True"	"False"	""	"True"	"Up to 1 hour"	"Paladin, Wizard"	"You touch a nonmagical weapon. Until the spell ends, that weapon becomes a magic weapon with a +1 bonus to Attack Rolls and Damage Rolls.\n\nAt Higher Levels: When you cast this spell using a spell slot of 4th Level or higher, the bonus increases to +2. When you use a spell slot of 6th level or higher, the bonus increases to +3."
"Magnificent Mansion"	"7"	"conjuration"	"False"	"1 minute"	"300 feet"	"True"	"True"	"True"	"A miniature portal carved from ivory, a small piece of polished marble, and a tiny silver spoon, each item worth at least 5 gp"	"False"	"24 hours"	"Bard, Wizard"	"You conjure an extradimensional dwelling in range that lasts for the Duration. You choose where its one entrance is located. The entrance shimmers faintly and is 5 feet wide and 10 feet tall. You and any creature you designate when you cast the spell can enter the extradimensional dwelling as long as the portal remains open. You can open or close the portal if you are within 30 feet of it. While closed, the portal is Invisible.\n\nBeyond the portal is a magnificent foyer with numerous Chambers beyond. The Atmosphere is clean, fresh, and warm.\n\nYou can create any floor plan you like, but the space can't exceed 50 cubes, each cube being 10 feet on each side. The place is furnished and decorated as you choose. It contains sufficient food to serve a nine course banquet for up to 100 people. A staff of 100 near-transparent servants attends all who enter. You decide the visual Appearance of these servants and their attire. They are completely obedient to your orders. Each servant can perform any task a normal human servant could perform, but they can't Attack or take any action that would directly harm another creature. Thus the servants can fetch things, clean, mend, fold clothes, light fires, serve food, pour wine, and so on. The servants can go anywhere in the mansion but can't leave it. Furnishings and other Objects created by this spell dissipate into smoke if removed from the mansion. When the spell ends, any creatures inside the extradimensional space are expelled into the open spaces nearest to the entrance."
